rownb	customerkey	customer_name	customer_country	customer_city	customer_postalcode	customer_street	plantkey	full_address	latitude	longitude
893	893	Hudson Group	Portugal	Marteleira	2530-342	8 Thierer Drive	6	8 Thierer Drive 2530-342 Marteleira Portugal	39.1955662	-9.2754932
894	894	Green-Kuphal	Lithuania	Kelmė	86001	0495 Hintze Circle	8	0495 Hintze Circle 86001 Kelmė Lithuania	55.63022614	22.93376923
895	895	Dickinson, Grady and Marks	Netherlands	Hengelo	7554	106 Elka Park	4	106 Elka Park 7554 Hengelo Netherlands	52.23122406	6.81263018
896	896	Padberg-Rosenbaum	Estonia	Tabasalu	NA	8 Buhler Avenue	8	8 Buhler Avenue  Tabasalu Estonia	59.4244332	24.5601908
897	897	Christiansen and Sons	Sweden	Kista	164 35	670 Onsgard Drive	8	670 Onsgard Drive 164 35 Kista Sweden	59.40331268	17.94428444
898	898	Bogisich-Brown	Sweden	Borås	504 50	4 Hoepker Circle	8	4 Hoepker Circle 504 50 Borås Sweden	57.7108412	12.9485449
899	899	Swaniawski-Franecki	Portugal	Zambujeira	2530-327	419 Towne Plaza	6	419 Towne Plaza 2530-327 Zambujeira Portugal	39.26823044	-9.31279469
900	900	Schneider, Kovacek and Baumbach	Sweden	Trollhättan	461 42	4 Old Gate Junction	8	4 Old Gate Junction 461 42 Trollhättan Sweden	39.980647	-74.934712
901	901	Beatty, Harber and Bode	Finland	Perho	69951	8861 Chinook Trail	8	8861 Chinook Trail 69951 Perho Finland	40.9837171	-75.5327819
902	902	Cartwright-Kutch	France	Paris 03	75151 CEDEX 03	2 Colorado Terrace	6	2 Colorado Terrace 75151 CEDEX 03 Paris 03 France	34.83604093	-82.37951851
903	903	Rau-Hessel	Greece	Kavallári	NA	2799 Mandrake Center	5	2799 Mandrake Center  Kavallári Greece	40.71177673	23.04097939
904	904	Effertz, Nader and Nitzsche	Spain	Lleida	25005	01 Iowa Lane	6	01 Iowa Lane 25005 Lleida Spain	47.639385	-122.128265
905	905	Hermann LLC	France	Wasquehal	59449 CEDEX	746 Northland Circle	6	746 Northland Circle 59449 CEDEX Wasquehal France	50.66928101	3.12938046
906	906	King Group	Portugal	Avelinha	3505-125	38 Merry Alley	6	38 Merry Alley 3505-125 Avelinha Portugal	40.7367363	-7.82136822
907	907	Cronin, Christiansen and Ledner	Portugal	Peras Ruivas	2435-585	7528 Twin Pines Drive	6	7528 Twin Pines Drive 2435-585 Peras Ruivas Portugal	39.65249634	-8.54314327
908	908	Paucek-Schuster	Portugal	Carregado	2580-466	75 Sugar Way	6	75 Sugar Way 2580-466 Carregado Portugal	39.01839214	-8.9678844
909	909	Koepp, Pollich and Koss	Portugal	Santa Cruz do Bispo	4455-794	819 Namekagon Drive	6	819 Namekagon Drive 4455-794 Santa Cruz do Bispo Portugal	41.2110848	-8.6716525
910	910	Sawayn and Sons	Slovenia	Morje	2314	27 Reindahl Street	6	27 Reindahl Street 2314 Morje Slovenia	46.4223438	15.5919274
911	911	Cronin-Schmitt	Croatia	Kraljevica	51262	3 Blaine Avenue	6	3 Blaine Avenue 51262 Kraljevica Croatia	45.2579704	14.5981795
912	912	Hegmann, Abshire and Quitzon	France	Arles	13637 CEDEX	5502 Lawn Parkway	6	5502 Lawn Parkway 13637 CEDEX Arles France	43.6752739	4.62773037
913	913	Bogisich, Zieme and Jacobi	Greece	Vónitsa	NA	702 Ridgeway Alley	5	702 Ridgeway Alley  Vónitsa Greece	40.98575615	-79.61701893
914	914	Kuvalis Inc	France	Rungis	94525 CEDEX 1	39 Oak Center	6	39 Oak Center 94525 CEDEX 1 Rungis France	38.05028915	-122.22018433
915	915	Schulist LLC	Sweden	Örnsköldsvik	891 41	94750 Nobel Crossing	8	94750 Nobel Crossing 891 41 Örnsköldsvik Sweden	63.28886032	18.71602058
916	916	Wintheiser-Wilderman	Portugal	Chãos	4960-160	55715 Commercial Avenue	6	55715 Commercial Avenue 4960-160 Chãos Portugal	48.51177979	-122.61260223
917	917	Sipes-Mills	Greece	Evxinoúpolis	NA	732 Jenna Court	5	732 Jenna Court  Evxinoúpolis Greece	43.09232021	-77.57273332
918	918	Grady, Lemke and Kohler	France	Bourg-en-Bresse	01009 CEDEX	8 East Pass	6	8 East Pass 01009 CEDEX Bourg-en-Bresse France	46.2051506	5.2255168
919	919	Skiles-Kertzmann	France	Cergy-Pontoise	95319 CEDEX	98784 Garrison Park	6	98784 Garrison Park 95319 CEDEX Cergy-Pontoise France	49.0488472	2.09294033
920	920	Toy-Beatty	Greece	Xilópolis	NA	00 Vernon Junction	5	00 Vernon Junction  Xilópolis Greece	40.93330002	23.18330002
921	921	Howe-Jacobson	Portugal	Grijó	4415-400	6530 Red Cloud Center	6	6530 Red Cloud Center 4415-400 Grijó Portugal	39.68219757	-7.96828794
922	922	Willms-Rau	Latvia	Tukums	NA	01 Nobel Plaza	8	01 Nobel Plaza  Tukums Latvia	56.96687698	23.15338135
923	923	Olson Group	Portugal	Corvite	4805-223	385 Kinsman Road	6	385 Kinsman Road 4805-223 Corvite Portugal	39.68219757	-7.96828794
924	924	Boyle-Mosciski	Slovenia	Grosuplje	1290	2989 Fuller Trail	6	2989 Fuller Trail 1290 Grosuplje Slovenia	45.95676804	14.65964031
925	925	Roberts, VonRueden and Torphy	Czech Republic	Dubá	471 41	46535 Graedel Park	5	46535 Graedel Park 471 41 Dubá Czech Republic	50.53990936	14.53996468
926	926	Reichel Group	Spain	Girona	17080	19 Morrow Hill	6	19 Morrow Hill 17080 Girona Spain	44.399622	-69.24718
927	927	Stoltenberg, Ziemann and Torphy	Portugal	Porta	4940-352	64497 Sunfield Court	6	64497 Sunfield Court 4940-352 Porta Portugal	39.92340851	-94.23226166
928	928	O'Kon Group	Sweden	Umeå	904 35	18 Rockefeller Road	8	18 Rockefeller Road 904 35 Umeå Sweden	63.81414413	20.21928215
929	929	Wuckert LLC	United Kingdom	Wirral	CH48	7 Tennyson Pass	7	7 Tennyson Pass CH48 Wirral United Kingdom	53.369431	-3.0105692
930	930	Strosin, Prohaska and Rowe	Portugal	Rio Meão	4520-471	2256 Lakewood Place	6	2256 Lakewood Place 4520-471 Rio Meão Portugal	40.96998525	-8.55348976
931	931	Keeling-Cremin	France	Saint-Brieuc	22091 CEDEX 9	26 Warner Court	6	26 Warner Court 22091 CEDEX 9 Saint-Brieuc France	48.51398087	-2.76260281
932	932	Steuber, Beatty and Pouros	Sweden	Stockholm	114 84	26 Farmco Circle	8	26 Farmco Circle 114 84 Stockholm Sweden	44.92391628	-74.92921346
933	933	Schaefer LLC	Portugal	Valongo	5400-339	4039 Carberry Pass	6	4039 Carberry Pass 5400-339 Valongo Portugal	41.1872673	-8.50218582
934	934	McCullough-Rohan	Greece	Áyioi Apóstoloi	NA	037 Garrison Circle	5	037 Garrison Circle  Áyioi Apóstoloi Greece	37.16710281	22.89272118
935	935	Howe-Dooley	Sweden	Nacka	131 22	28 Walton Lane	8	28 Walton Lane 131 22 Nacka Sweden	34.45740307	-91.61360292
936	936	Simonis-Hilll	Norway	Tromsø	9037	79 Rowland Street	8	79 Rowland Street 9037 Tromsø Norway	33.93312766	-80.34743501
937	937	Fay, Hagenes and Dare	Portugal	Zouparria do Monte	3020-895	89396 Carey Circle	6	89396 Carey Circle 3020-895 Zouparria do Monte Portugal	40.28896808	-8.43971283
938	938	Mraz-Cummerata	Greece	Rízoma	NA	03350 Clemons Point	5	03350 Clemons Point  Rízoma Greece	39.66552353	21.73597908
939	939	Ernser-Christiansen	Sweden	Hallstahammar	734 24	65938 Goodland Road	8	65938 Goodland Road 734 24 Hallstahammar Sweden	59.61547852	16.23413277
940	940	Nolan-McKenzie	Sweden	Solna	169 70	17 Dwight Road	8	17 Dwight Road 169 70 Solna Sweden	41.8592365	-77.9721929
941	941	Smitham-Pagac	Netherlands	Kerkrade	6464	163 Hoard Trail	4	163 Hoard Trail 6464 Kerkrade Netherlands	50.8667944	6.0762995
942	942	Ledner-Gerlach	Czech Republic	Hroznětín	584 01	664 Old Shore Avenue	5	664 Old Shore Avenue 584 01 Hroznětín Czech Republic	49.75148773	15.35011292
943	943	Thiel-Auer	Lithuania	Rietavas	90018	78909 Maywood Pass	8	78909 Maywood Pass 90018 Rietavas Lithuania	55.72393036	21.93148422
944	944	Littel, Grant and Champlin	Switzerland	Chur	7006	128 Meadow Valley Court	6	128 Meadow Valley Court 7006 Chur Switzerland	35.80684545	-82.4842739
945	945	Wyman-Bechtelar	Spain	Albacete	2005	50905 Pleasure Terrace	6	50905 Pleasure Terrace 2005 Albacete Spain	38.99766159	-1.86006749
946	946	Price, Homenick and Hayes	Portugal	Vale de Figueira	5120-463	632 Tomscot Crossing	6	632 Tomscot Crossing 5120-463 Vale de Figueira Portugal	39.84385123	-8.7021692
947	947	Denesik Inc	France	Épinal	88099 CEDEX 9	029 Spenser Circle	6	029 Spenser Circle 88099 CEDEX 9 Épinal France	48.17467499	6.44998455
948	948	Hagenes Inc	Sweden	Markaryd	285 35	5114 Claremont Parkway	8	5114 Claremont Parkway 285 35 Markaryd Sweden	34.1963348	-80.0299231
949	949	Lebsack-Ondricka	Portugal	Seara	5030-384	37382 Blue Bill Park Circle	6	37382 Blue Bill Park Circle 5030-384 Seara Portugal	35.54992676	-85.98175049
950	950	Daniel and Sons	Norway	Oslo	31	9 Kensington Plaza	8	9 Kensington Plaza 31 Oslo Norway	59.7679101	10.8231323
951	951	Toy LLC	Estonia	Orissaare	NA	86469 Merry Place	8	86469 Merry Place  Orissaare Estonia	58.56700134	23.10000038
952	952	Lowe, Kautzer and Romaguera	Sweden	Borås	507 52	90 Lakewood Terrace	8	90 Lakewood Terrace 507 52 Borås Sweden	57.71471024	12.9796381
953	953	Feest, Sauer and Jast	Sweden	Timrå	861 24	641 Gulseth Terrace	8	641 Gulseth Terrace 861 24 Timrå Sweden	62.48931885	17.3273735
954	954	Ernser, Abshire and Grant	Sweden	Svenljunga	512 93	40748 Morningstar Lane	8	40748 Morningstar Lane 512 93 Svenljunga Sweden	57.51059723	13.1135416
955	955	Kiehn and Sons	Slovenia	Poljčane	2319	74 Rockefeller Court	6	74 Rockefeller Court 2319 Poljčane Slovenia	46.31865311	15.57194614
956	956	Brekke LLC	Finland	Liljendal	7880	0998 Stoughton Court	8	0998 Stoughton Court 7880 Liljendal Finland	60.57450485	26.05351257
957	957	Streich-Padberg	Poland	Ochla	65-980	04728 Michigan Way	5	04728 Michigan Way 65-980 Ochla Poland	51.875	15.46667004
958	958	Schaefer, Dicki and Jast	Croatia	Dubrava	21252	043 Marquette Junction	6	043 Marquette Junction 21252 Dubrava Croatia	45.83771896	16.53757286
959	959	Zemlak and Sons	Portugal	Carvalhos	4960-349	7 Sloan Park	6	7 Sloan Park 4960-349 Carvalhos Portugal	38.7129977	-9.3036899
960	960	Parisian Inc	Czech Republic	Náklo	783 32	01 Ohio Terrace	5	01 Ohio Terrace 783 32 Náklo Czech Republic	49.6547595	17.134473
961	961	Towne-Jakubowski	Poland	Golina	62-590	5 Lakeland Court	5	5 Lakeland Court 62-590 Golina Poland	52.2410405	18.1641522
962	962	Nicolas, Torp and Hayes	Sweden	Värnamo	331 54	2 Hauk Point	8	2 Hauk Point 331 54 Värnamo Sweden	57.18996429	14.01428604
963	963	Lockman-Bechtelar	Latvia	Madona	NA	0 Duke Avenue	8	0 Duke Avenue  Madona Latvia	56.85440826	26.22058868
964	964	Daugherty, Boyle and Swift	Croatia	Omišalj	51513	5127 Blackbird Hill	6	5127 Blackbird Hill 51513 Omišalj Croatia	45.21101761	14.55521011
965	965	Roob, DuBuque and Hagenes	Norway	Skien	3716	99 Marquette Avenue	8	99 Marquette Avenue 3716 Skien Norway	59.2238978	9.5888742
966	966	Spinka-Langosh	Norway	Elverum	2418	53676 Northfield Place	8	53676 Northfield Place 2418 Elverum Norway	60.8836441	11.56051254
967	967	Kuhn Inc	France	Blois	41029 CEDEX	43 Hudson Terrace	6	43 Hudson Terrace 41029 CEDEX Blois France	27.469682	-82.11317626
968	968	Will Inc	Poland	Jelcz	91-864	37782 North Crossing	5	37782 North Crossing 91-864 Jelcz Poland	52.12467194	19.40042686
969	969	Denesik-O'Keefe	Greece	Kyllíni	NA	834 Graedel Point	5	834 Graedel Point  Kyllíni Greece	37.93972015	22.39694023
970	970	Wisoky LLC	Croatia	Fažana	52212	9321 Bonner Avenue	6	9321 Bonner Avenue 52212 Fažana Croatia	44.92714691	13.80208683
971	971	McKenzie-McCullough	Finland	Lappi	27260	14495 Grayhawk Park	8	14495 Grayhawk Park 27260 Lappi Finland	61.09989548	21.84457397
972	972	Parisian and Sons	Poland	Borucin	47-451	3 Havey Lane	5	3 Havey Lane 47-451 Borucin Poland	50.0101738	18.15654564
973	973	Paucek, Satterfield and Brown	Sweden	Lysekil	453 41	94170 Straubel Trail	8	94170 Straubel Trail 453 41 Lysekil Sweden	58.28078842	11.47059631
974	974	White-Leannon	Portugal	Santa Luzia	9940-125	7664 Barby Trail	6	7664 Barby Trail 9940-125 Santa Luzia Portugal	41.1754602	-8.6320755
975	975	Willms-Lockman	Poland	Węgorzyno	73-155	64396 Arkansas Point	5	64396 Arkansas Point 73-155 Węgorzyno Poland	31.329988	-92.4215095
976	976	Sanford LLC	Czech Republic	Volary	384 51	73966 Burning Wood Drive	5	73966 Burning Wood Drive 384 51 Volary Czech Republic	48.91085052	13.89178181
977	977	Rolfson Inc	Sweden	Trelleborg	231 43	91 Eastwood Way	8	91 Eastwood Way 231 43 Trelleborg Sweden	55.3838075	13.1512789
978	978	Stanton, Smith and Abshire	Sweden	Uppsala	751 87	4 Main Alley	8	4 Main Alley 751 87 Uppsala Sweden	43.216354	-77.93798
979	979	Treutel-Rodriguez	Portugal	Água Levada	4745-380	6 Fallview Place	6	6 Fallview Place 4745-380 Água Levada Portugal	41.26990478	-8.57494341
980	980	Stamm-Hirthe	Sweden	Solna	171 43	1 Stang Crossing	8	1 Stang Crossing 171 43 Solna Sweden	59.3591108	18.0020659
981	981	Rau and Sons	Poland	Sierakowice	83-340	3 Spohn Terrace	5	3 Spohn Terrace 83-340 Sierakowice Poland	54.344866	17.894014
982	982	Bechtelar LLC	Poland	Łęczyce	84-218	10 Northfield Drive	5	10 Northfield Drive 84-218 Łęczyce Poland	54.5727095	17.8641931
983	983	Kovacek LLC	Poland	Gowarczów	26-225	0864 Kenwood Lane	5	0864 Kenwood Lane 26-225 Gowarczów Poland	51.27814102	20.43873978
984	984	Greenfelder-Luettgen	Portugal	Passagem	2430-632	05410 Grover Street	6	05410 Grover Street 2430-632 Passagem Portugal	39.87627703	-8.91483884
985	985	Wolf-Denesik	Poland	Nowosielce-Gniewosz	38-507	81 Marquette Plaza	5	81 Marquette Plaza 38-507 Nowosielce-Gniewosz Poland	49.5674164	22.0714764
986	986	Corkery, Goodwin and Kuvalis	Greece	Néa Sánta	NA	1156 Jackson Point	5	1156 Jackson Point  Néa Sánta Greece	40.84175491	22.9208107
987	987	Zieme and Sons	Slovenia	Metlika	8330	91 Garrison Lane	6	91 Garrison Lane 8330 Metlika Slovenia	45.6389639	15.32185
988	988	Kuvalis-Bahringer	Lithuania	Kybartai	70065	7 Grim Avenue	8	7 Grim Avenue 70065 Kybartai Lithuania	54.63874435	22.7620163
989	989	Ratke, Barton and Haag	Czech Republic	Příbor	742 58	37568 Graceland Drive	5	37568 Graceland Drive 742 58 Příbor Czech Republic	49.64019394	18.1439743
990	990	Hintz, Tromp and Hilpert	France	Melun	77004 CEDEX	8539 Messerschmidt Parkway	6	8539 Messerschmidt Parkway 77004 CEDEX Melun France	29.72541809	-95.36685944
991	991	Kihn, Little and Sawayn	Croatia	Brijest	31000	9822 Meadow Valley Parkway	6	9822 Meadow Valley Parkway 31000 Brijest Croatia	38.7215883	-121.28904
992	992	Dooley-Kirlin	Slovenia	Hodoš	9204	77697 Summer Ridge Parkway	6	77697 Summer Ridge Parkway 9204 Hodoš Slovenia	46.82384109	16.32558823
993	993	Kuhn, Considine and Bartell	Portugal	Cova da Iria	2495-405	54 Northridge Center	6	54 Northridge Center 2495-405 Cova da Iria Portugal	39.65334625	-8.69090656
994	994	Zboncak-Botsford	Poland	Marianowo	73-121	2415 Lien Parkway	5	2415 Lien Parkway 73-121 Marianowo Poland	35.4021722	-81.1340828
995	995	Mosciski-Spencer	Portugal	Lameira	4610-572	96879 Granby Center	6	96879 Granby Center 4610-572 Lameira Portugal	41.44115067	-8.08913326
996	996	Ortiz, Terry and Towne	Poland	Wojcieszków	21-411	714 Gulseth Road	5	714 Gulseth Road 21-411 Wojcieszków Poland	51.7692337	22.31339264
997	997	Pollich, Daugherty and Brown	Norway	Askim	1814	372 Independence Court	8	372 Independence Court 1814 Askim Norway	59.6442068	11.1664451
998	998	Schultz-Mertz	France	Saint-Grégoire	35763 CEDEX	2469 Killdeer Crossing	6	2469 Killdeer Crossing 35763 CEDEX Saint-Grégoire France	48.15201569	-1.68475485
999	999	Zemlak LLC	Poland	Stanisław Dolny	34-143	9997 New Castle Point	5	9997 New Castle Point 34-143 Stanisław Dolny Poland	49.90333176	19.65807152
1000	1000	Miller, Kuhn and Waelchi	Czech Republic	Ostrožská Lhota	687 23	030 Grasskamp Way	5	030 Grasskamp Way 687 23 Ostrožská Lhota Czech Republic	48.9762769	17.4712375
1001	1001	Spinka-Beer	Portugal	Orvalho	6185-302	99 Division Avenue	6	99 Division Avenue 6185-302 Orvalho Portugal	47.585083	-52.714851
1002	1002	Gerlach, Swift and Kub	Poland	Drawsko Pomorskie	78-500	66 Dryden Court	5	66 Dryden Court 78-500 Drawsko Pomorskie Poland	53.5637982	15.7506553
1003	1003	Wintheiser-Torphy	Sweden	Borås	504 31	31 Cascade Circle	8	31 Cascade Circle 504 31 Borås Sweden	57.71578598	12.91763878
1004	1004	Wehner-Gislason	Poland	Gąsocin	06-440	724 Stoughton Alley	5	724 Stoughton Alley 06-440 Gąsocin Poland	52.73728943	20.71606064
1005	1005	Lesch-Kemmer	Spain	Palma De Mallorca	7015	3 Rigney Plaza	6	3 Rigney Plaza 7015 Palma De Mallorca Spain	27.06368033	-82.26364042
1006	1006	Kilback Inc	France	Vierzon	18104 CEDEX	2 Morningstar Plaza	6	2 Morningstar Plaza 18104 CEDEX Vierzon France	47.22298431	2.065974
1007	1007	Steuber, Johnston and Bahringer	Sweden	Enskede	122 44	264 Westridge Lane	8	264 Westridge Lane 122 44 Enskede Sweden	30.30512039	-99.0775545
1008	1008	Jacobi Group	Portugal	Igreja	5050-401	63 Cambridge Terrace	6	63 Cambridge Terrace 5050-401 Igreja Portugal	41.6213859	-8.36684816
1009	1009	Quitzon Group	Greece	Asíni	NA	66 Susan Center	5	66 Susan Center  Asíni Greece	37.54449844	22.86376572
1010	1010	Hilpert and Sons	Poland	Łęczyce	84-218	4 8th Alley	5	4 8th Alley 84-218 Łęczyce Poland	40.83188808	-80.54037489
1011	1011	Waelchi-Tromp	Greece	Mýrina	NA	4631 Mendota Parkway	5	4631 Mendota Parkway  Mýrina Greece	37.98105873	-121.75430233
1012	1012	Reinger and Sons	United Kingdom	Merton	SW19	26666 Fordem Hill	7	26666 Fordem Hill SW19 Merton United Kingdom	51.42682258	-0.27307021
1013	1013	Fritsch, Wisoky and Bernhard	Poland	Kęty	32-653	7007 Mifflin Place	5	7007 Mifflin Place 32-653 Kęty Poland	49.87995148	19.2280941
1014	1014	Kutch-Watsica	Portugal	Quinta da Torre	4920-070	7 Independence Circle	6	7 Independence Circle 4920-070 Quinta da Torre Portugal	41.96932662	-8.69342
1015	1015	O'Reilly, Tillman and Bayer	Poland	Rokitno	21-504	09802 Nova Point	5	09802 Nova Point 21-504 Rokitno Poland	52.12153244	23.29616928
1016	1016	MacGyver, O'Kon and Anderson	Czech Republic	Tupesy	687 07	81 Trailsway Trail	5	81 Trailsway Trail 687 07 Tupesy Czech Republic	49.0862214	17.3709949
1017	1017	Murazik, Muller and Rodriguez	Portugal	Quinta de Valadares	2855-358	3926 Oxford Alley	6	3926 Oxford Alley 2855-358 Quinta de Valadares Portugal	41.1005249	-8.63884449
1018	1018	Cummerata-Collins	Slovenia	Kranjska Gora	4280	00173 Autumn Leaf Pass	6	00173 Autumn Leaf Pass 4280 Kranjska Gora Slovenia	44.20401382	-71.34089661
1019	1019	Langworth Inc	Portugal	São Pedro	4830-264	94 Straubel Drive	6	94 Straubel Drive 4830-264 São Pedro Portugal	41.53222031	-8.25149743
1020	1020	Gulgowski, Osinski and Durgan	Portugal	Valongo	5400-339	62838 Stang Way	6	62838 Stang Way 5400-339 Valongo Portugal	41.1872673	-8.50218582
1021	1021	Boyle, Rempel and Stehr	Portugal	Abade de Vermoim	4770-014	1 Springs Avenue	6	1 Springs Avenue 4770-014 Abade de Vermoim Portugal	41.41643321	-8.44604118
1022	1022	Cronin LLC	France	La Roche-sur-Yon	85009 CEDEX	3 Cambridge Parkway	6	3 Cambridge Parkway 85009 CEDEX La Roche-sur-Yon France	46.66939926	-1.41881025
1023	1023	Parker-Abernathy	France	Massy	91309 CEDEX	62 Fulton Crossing	6	62 Fulton Crossing 91309 CEDEX Massy France	34.21855545	-118.59755707
1024	1024	Casper, Beatty and Lehner	Czech Republic	Kunčice pod Ondřejníkem	739 13	6002 Hooker Circle	5	6002 Hooker Circle 739 13 Kunčice pod Ondřejníkem Czech Republic	49.5442325	18.2805073
1025	1025	Lang, Blick and Donnelly	Finland	Turku	20960	8 Sachtjen Lane	8	8 Sachtjen Lane 20960 Turku Finland	60.34427261	22.17032242
1026	1026	Labadie Inc	Sweden	Bjuv	267 35	15776 Granby Circle	8	15776 Granby Circle 267 35 Bjuv Sweden	33.90210126	-81.14293684
1027	1027	Brown-Hamill	Norway	Oslo	492	74660 Prairieview Circle	8	74660 Prairieview Circle 492 Oslo Norway	44.29779217	-96.79075305
1028	1028	Jerde, Jacobson and Schmitt	Poland	Iłowo -Osada	11-102	79013 Boyd Street	5	79013 Boyd Street 11-102 Iłowo -Osada Poland	53.1718483	20.29477501
1029	1029	Bogisich Group	Sweden	Degeberga	297 32	57011 Nelson Trail	8	57011 Nelson Trail 297 32 Degeberga Sweden	55.83715057	14.08926392
1030	1030	Reichert-Leuschke	Poland	Baborów	48-120	20 Coolidge Alley	5	20 Coolidge Alley 48-120 Baborów Poland	50.151759	17.973017
1031	1031	Connelly-Cremin	Czech Republic	Dobřany	518 01	047 Village Green Crossing	5	047 Village Green Crossing 518 01 Dobřany Czech Republic	38.64471033	-121.42313531
1032	1032	Rosenbaum LLC	Sweden	Göteborg	404 22	93453 Petterle Road	8	93453 Petterle Road 404 22 Göteborg Sweden	57.70947266	11.96612549
1033	1033	Graham-Upton	Poland	Plewiska	62-056	387 Londonderry Hill	5	387 Londonderry Hill 62-056 Plewiska Poland	31.3897373	-92.66829194
1034	1034	Gerlach-Sanford	France	Saint-Quentin-en-Yvelines	78061 CEDEX	95893 Ramsey Crossing	6	95893 Ramsey Crossing 78061 CEDEX Saint-Quentin-en-Yvelines France	48.75951767	2.03902531
1035	1035	Quitzon-Hyatt	Sweden	Klippan	264 36	58 Pankratz Trail	8	58 Pankratz Trail 264 36 Klippan Sweden	56.132056	13.1633276
1036	1036	Bogan-Emmerich	Sweden	Lidingö	181 85	54208 Lawn Court	8	54208 Lawn Court 181 85 Lidingö Sweden	59.3643837	18.13314247
1037	1037	Paucek-Jast	Portugal	Vale de Figueira	2695-584	618 Orin Court	6	618 Orin Court 2695-584 Vale de Figueira Portugal	38.82002537	-9.10685938
1038	1038	Walter-Herman	France	Balma	31139 CEDEX	61597 Lunder Court	6	61597 Lunder Court 31139 CEDEX Balma France	43.61042935	1.50803228
1039	1039	Schinner-Lueilwitz	Poland	Milówka	34-360	104 Hansons Junction	5	104 Hansons Junction 34-360 Milówka Poland	44.265221	-69.998157
1040	1040	Hauck, Nicolas and Bauch	Poland	Jelcz	91-864	29 Spenser Lane	5	29 Spenser Lane 91-864 Jelcz Poland	37.63848734	-121.01650471
1041	1041	Ritchie-Bayer	Poland	Pokój	46-034	66599 Parkside Circle	5	66599 Parkside Circle 46-034 Pokój Poland	50.90375137	17.83750725
1042	1042	Dietrich, Cummerata and O'Hara	Poland	Przybyszówka	36-047	66 Maryland Lane	5	66 Maryland Lane 36-047 Przybyszówka Poland	31.30287621	-92.47691026
1043	1043	Halvorson, McKenzie and Powlowski	Poland	Lipka	77-420	0242 Dayton Circle	5	0242 Dayton Circle 77-420 Lipka Poland	53.4964447	17.2505455
1044	1044	Goodwin, Goyette and Collier	Croatia	Sunja	44210	3 Hayes Point	6	3 Hayes Point 44210 Sunja Croatia	45.36679459	16.56606483
1045	1045	Rogahn Group	Slovenia	Ljutomer	9240	5 Anhalt Park	6	5 Anhalt Park 9240 Ljutomer Slovenia	46.51799011	16.19647408
1046	1046	Lebsack-Prosacco	Sweden	Göteborg	412 20	42 Pennsylvania Park	8	42 Pennsylvania Park 412 20 Göteborg Sweden	41.77230663	-78.01379887
1047	1047	Marquardt, Johns and Metz	Finland	Hämeenkoski	16801	19 Mosinee Plaza	8	19 Mosinee Plaza 16801 Hämeenkoski Finland	61.02212524	25.15751076
1048	1048	Kiehn-Rohan	Czech Republic	Telč	588 62	55843 6th Avenue	5	55843 6th Avenue 588 62 Telč Czech Republic	49.2262177	15.5354279
1049	1049	Walker, Wintheiser and Harvey	Greece	Loutráki	NA	699 Summer Ridge Plaza	5	699 Summer Ridge Plaza  Loutráki Greece	40.63372909	-80.0558044
1050	1050	McCullough, Hirthe and Carter	Norway	Askim	1814	1471 Dapin Road	8	1471 Dapin Road 1814 Askim Norway	59.57820511	11.19857788
1051	1051	Macejkovic-Bergnaum	Finland	Särkisalo	25630	1280 Ridgeview Court	8	1280 Ridgeview Court 25630 Särkisalo Finland	39.74529901	-86.42595659
1052	1052	Ernser, Hand and Stoltenberg	France	Orléans	45004 CEDEX 1	337 Michigan Court	6	337 Michigan Court 45004 CEDEX 1 Orléans France	47.76866384	2.47661454
1053	1053	Fahey, Brakus and Runolfsson	Poland	Januszkowice	47-330	135 Fisk Parkway	5	135 Fisk Parkway 47-330 Januszkowice Poland	50.39160538	18.13574028
1054	1054	Funk Group	France	Orsay	91851 CEDEX	644 Mariners Cove Parkway	6	644 Mariners Cove Parkway 91851 CEDEX Orsay France	48.69900894	2.18785906
1055	1055	Reinger Inc	France	Lyon	69939 CEDEX 20	39 Vera Center	6	39 Vera Center 69939 CEDEX 20 Lyon France	45.76730728	4.83430672
1056	1056	Sawayn Group	Sweden	Tomelilla	273 30	03 Anzinger Street	8	03 Anzinger Street 273 30 Tomelilla Sweden	55.54677	13.95434
1057	1057	Nolan Inc	Poland	Pyskowice	44-120	55 Forster Park	5	55 Forster Park 44-120 Pyskowice Poland	51.931291	14.696608
1058	1058	Kerluke Group	Poland	Kwidzyn	82-505	457 Mockingbird Parkway	5	457 Mockingbird Parkway 82-505 Kwidzyn Poland	26.94128915	-80.07898838
1059	1059	Volkman-Abbott	Poland	Szczerców	97-420	32811 Straubel Hill	5	32811 Straubel Hill 97-420 Szczerców Poland	28.5124321	-81.4392395
1060	1060	Stehr, McClure and Ferry	Lithuania	Pasvalys	39001	4549 Alpine Plaza	8	4549 Alpine Plaza 39001 Pasvalys Lithuania	56.06186676	24.39912033
1061	1061	Franecki-Koelpin	Portugal	Marisol	2855-174	678 Warner Trail	6	678 Warner Trail 2855-174 Marisol Portugal	28.5520513	-81.85241676
1062	1062	Howe, Baumbach and Jenkins	Croatia	Jagodnjak	31324	1 Holmberg Park	6	1 Holmberg Park 31324 Jagodnjak Croatia	45.941846	18.634412
1063	1063	Cummings-Shanahan	Netherlands	Vlissingen	4384	367 Springs Center	4	367 Springs Center 4384 Vlissingen Netherlands	51.46593475	3.55633497
